,Dataset,Model,Correlation,p-value,L1 Loss
15011,RSQ,Best Model,0.188022,0.075954,1.488888888888889
15012,RSQ,Best Model,0.201631,0.056686,1.511111111111111
15013,RSQ,Best Model,0.541978,0.0,1.2666666666666666
15014,RSQ,Best Model,0.272923,0.009252,1.4777777777777779
15015,RSQ,Best Model,0.305535,0.003407,1.4
15016,RSQ,Best Model,0.331484,0.001415,1.4222222222222223
15017,RSQ,Best Model,0.163036,0.124695,1.4777777777777779
15018,RSQ,Best Model,0.473097,2e-06,1.3888888888888888
15019,RSQ,Best Model,0.083935,0.431553,1.5777777777777777
15020,RSQ,Best Model,0.51472,0.0,1.3111111111111111
15021,RSQ,Best Model,0.33267,0.001357,1.4666666666666666
15022,RSQ,Best Model,0.396804,0.000108,1.4
15023,RSQ,Best Model,0.069443,0.515452,1.5444444444444445
15024,RSQ,Best Model,0.205326,0.052209,1.4444444444444444
15025,RSQ,Best Model,0.455062,7e-06,1.3666666666666667
15026,RSQ,Best Model,0.220326,0.036916,1.488888888888889
15027,RSQ,Best Model,0.343147,0.00093,1.4222222222222223
15028,RSQ,Best Model,0.494258,1e-06,1.3666666666666667
15029,RSQ,Best Model,0.436521,1.7e-05,1.4111111111111112
15030,RSQ,Best Model,0.384045,0.000186,1.4222222222222223
15031,RSQ,Best Model,0.468741,3e-06,1.3333333333333333
15032,RSQ,Best Model,0.284503,0.006574,1.3888888888888888
15033,RSQ,Best Model,-0.099441,0.351076,1.6111111111111112
15034,RSQ,Best Model,0.278143,0.007945,1.4555555555555555
15035,RSQ,Best Model,0.539845,0.0,1.3333333333333333
15036,RSQ,Best Model,0.436521,1.7e-05,1.3888888888888888
15037,RSQ,Best Model,0.323337,0.00188,1.4444444444444444
15038,RSQ,Best Model,0.327468,0.00163,1.4777777777777779
15039,RSQ,Best Model,0.387127,0.000164,1.4222222222222223
15040,RSQ,Best Model,0.485075,1e-06,1.3777777777777778
15041,RSQ,Best Model,0.480305,2e-06,1.3222222222222222
15042,RSQ,Best Model,0.378973,0.00023,1.3777777777777778
15043,RSQ,Best Model,0.146397,0.168557,1.6
15044,RSQ,Best Model,0.350106,0.000718,1.4444444444444444
15045,RSQ,Best Model,0.121209,0.255114,1.5
15046,RSQ,Best Model,0.244553,0.020179,1.4777777777777779
15047,RSQ,Best Model,0.107916,0.31133,1.5333333333333334
15048,RSQ,Best Model,0.361007,0.000473,1.4111111111111112
15049,RSQ,Best Model,0.445196,1.1e-05,1.3777777777777778
15050,RSQ,Best Model,0.404378,7.7e-05,1.3777777777777778
15051,RSQ,Best Model,0.179037,0.091331,1.5555555555555556
15052,RSQ,Best Model,0.424494,3e-05,1.3444444444444446
15053,RSQ,Best Model,0.163036,0.124695,1.5666666666666667
15054,RSQ,Best Model,0.196985,0.062756,1.488888888888889
15055,RSQ,Best Model,0.47166,3e-06,1.3444444444444446
15056,RSQ,Best Model,0.478092,2e-06,1.4
15057,RSQ,Best Model,0.349362,0.000738,1.4333333333333333
15058,RSQ,Best Model,0.099551,0.35054,1.5666666666666667
15059,RSQ,Best Model,0.568314,0.0,1.3333333333333333
15060,RSQ,Best Model,0.06372,0.550739,1.5222222222222221
15061,RSQ,Best Model,0.023951,0.822701,1.5888888888888888
15062,RSQ,Best Model,0.368318,0.000355,1.4
15063,RSQ,Best Model,0.208329,0.048788,1.4777777777777779
15064,RSQ,Best Model,0.293275,0.005027,1.4333333333333333
15065,RSQ,Best Model,0.450269,8e-06,1.3666666666666667
15066,RSQ,Best Model,0.385496,0.000175,1.4
15067,RSQ,Best Model,0.153501,0.148611,1.5222222222222221
15068,RSQ,Best Model,0.494984,1e-06,1.3555555555555556
15069,RSQ,Best Model,0.403089,8.2e-05,1.3555555555555556
15070,RSQ,Best Model,0.205945,0.051489,1.511111111111111
15071,RSQ,Best Model,0.339784,0.001051,1.4222222222222223
15072,RSQ,Best Model,0.174679,0.099624,1.5
15073,RSQ,Best Model,0.559595,0.0,1.2444444444444445
15074,RSQ,Best Model,0.180552,0.088577,1.5222222222222221
15075,RSQ,Best Model,0.25488,0.015334,1.488888888888889
15076,RSQ,Best Model,0.462339,4e-06,1.3666666666666667
15077,RSQ,Best Model,0.515504,0.0,1.3777777777777778
15078,RSQ,Best Model,0.530943,0.0,1.3666666666666667
15079,RSQ,Best Model,0.421493,3.5e-05,1.3888888888888888
15080,RSQ,Best Model,0.078593,0.461538,1.5222222222222221
15081,RSQ,Best Model,0.408388,6.4e-05,1.3444444444444446
15082,RSQ,Best Model,0.162077,0.126955,1.4666666666666666
15083,RSQ,Best Model,0.20269,0.055372,1.4444444444444444
15084,RSQ,Best Model,0.313728,0.002603,1.4777777777777779
15085,RSQ,Best Model,0.201342,0.057049,1.5
15086,RSQ,Best Model,0.355613,0.000582,1.4222222222222223
15087,RSQ,Best Model,0.24156,0.021808,1.4666666666666666
15088,RSQ,Best Model,0.124985,0.240498,1.5
15089,RSQ,Best Model,0.159072,0.134252,1.5
15090,RSQ,Best Model,0.358073,0.00053,1.3777777777777778
15091,RSQ,Best Model,0.443792,1.2e-05,1.4
15092,RSQ,Best Model,0.315316,0.002469,1.4444444444444444
15093,RSQ,Best Model,0.048759,0.648118,1.5444444444444445
15094,RSQ,Best Model,0.214233,0.042602,1.488888888888889
15095,RSQ,Best Model,0.447384,1e-05,1.4
15096,RSQ,Best Model,0.368541,0.000351,1.3444444444444446
15097,RSQ,Best Model,0.182661,0.084857,1.4777777777777779
15098,RSQ,Best Model,0.360872,0.000475,1.4111111111111112
15099,RSQ,Best Model,0.266317,0.011175,1.4666666666666666
15100,RSQ,Best Model,-0.173186,0.1026,1.4777777777777779
15101,RSQ,Best Model,0.026198,0.806378,1.5444444444444445
15102,RSQ,Best Model,0.319411,0.00215,1.4
15103,RSQ,Best Model,0.123116,0.247659,1.4666666666666666
15104,RSQ,Best Model,0.410647,5.8e-05,1.3666666666666667
15105,RSQ,Best Model,0.489216,1e-06,1.3333333333333333
15106,RSQ,Best Model,0.110142,0.301399,1.5555555555555556
15107,RSQ,Best Model,0.267844,0.010702,1.4555555555555555
15108,RSQ,Best Model,0.0,1.0,1.5777777777777777
15109,RSQ,Best Model,0.169092,0.111111,1.5333333333333334
15110,RSQ,Best Model,0.354104,0.000617,1.4111111111111112
15111,RSQ,Best Model,0.365041,0.000404,1.3777777777777778
15112,RSQ,Best Model,0.33574,0.001216,1.3777777777777778
15113,RSQ,Best Model,0.485126,1e-06,1.3666666666666667
15114,RSQ,Best Model,0.20269,0.055372,1.488888888888889
15115,RSQ,Best Model,0.403452,8e-05,1.4111111111111112
15116,RSQ,Best Model,0.497341,1e-06,1.3888888888888888
15117,RSQ,Best Model,0.041006,0.70117,1.5555555555555556
15118,RSQ,Best Model,0.456589,6e-06,1.3444444444444446
15119,RSQ,Best Model,0.432265,2.1e-05,1.4
15120,RSQ,Best Model,0.129139,0.2251,1.4666666666666666
15121,RSQ,Best Model,0.183542,0.083338,1.488888888888889
15122,RSQ,Best Model,0.288694,0.005789,1.4666666666666666
15123,RSQ,Best Model,0.113289,0.287712,1.5333333333333334
15124,RSQ,Best Model,0.0,1.0,1.5444444444444445
15125,RSQ,Best Model,0.494634,1e-06,1.3444444444444446
15126,RSQ,Best Model,0.391295,0.000137,1.4222222222222223
15127,RSQ,Best Model,0.456205,6e-06,1.3444444444444446
15128,RSQ,Best Model,0.149161,0.160573,1.4777777777777779
15129,RSQ,Best Model,0.025577,0.810878,1.5222222222222221
15130,RSQ,Best Model,-0.046357,0.664384,1.5666666666666667
15131,RSQ,Best Model,0.121209,0.255114,1.4555555555555555
15132,RSQ,Best Model,-0.135204,0.203881,1.5666666666666667
15133,RSQ,Best Model,0.035972,0.736418,1.5777777777777777
15134,RSQ,Best Model,-0.041283,0.699248,1.6222222222222222
15135,RSQ,Best Model,0.131729,0.215857,1.5444444444444445
15136,RSQ,Best Model,0.076912,0.471207,1.5222222222222221
15137,RSQ,Best Model,0.082017,0.442191,1.511111111111111
15138,RSQ,Best Model,0.13217,0.214309,1.5555555555555556
15139,RSQ,Best Model,0.046357,0.664384,1.5222222222222221
15140,RSQ,Best Model,0.116225,0.275319,1.511111111111111
15141,RSQ,Best Model,-0.08973,0.400317,1.6333333333333333
15142,RSQ,Best Model,-0.06039,0.571789,1.6222222222222222
15143,RSQ,Best Model,-0.070648,0.508174,1.5777777777777777
15144,RSQ,Best Model,0.272694,0.009314,1.4777777777777779
15145,RSQ,Best Model,0.253638,0.015858,1.511111111111111
15146,RSQ,Best Model,-0.178687,0.091976,1.6555555555555554
15147,RSQ,Best Model,0.206135,0.051269,1.4777777777777779
15148,RSQ,Best Model,0.369528,0.000338,1.3555555555555556
15149,RSQ,Best Model,0.089207,0.403079,1.5222222222222221
15150,RSQ,Best Model,0.229158,0.029811,1.5222222222222221
15151,RSQ,Best Model,0.28479,0.006517,1.4777777777777779
15152,RSQ,Best Model,0.247748,0.018557,1.4444444444444444
15153,RSQ,Best Model,0.025175,0.813796,1.5777777777777777
15154,RSQ,Best Model,0.222218,0.035285,1.5
15155,RSQ,Best Model,0.22268,0.034896,1.4111111111111112
15156,RSQ,Best Model,-0.146304,0.168828,1.5555555555555556
15157,RSQ,Best Model,0.467067,3e-06,1.3444444444444446
15158,RSQ,Best Model,0.124998,0.240449,1.4555555555555555
15159,RSQ,Best Model,0.345621,0.000849,1.4222222222222223
15160,RSQ,Best Model,-0.063943,0.54934,1.6333333333333333
15161,RSQ,Best Model,0.435384,1.8e-05,1.3888888888888888
15162,RSQ,Best Model,-0.012588,0.906264,1.5333333333333334
15163,RSQ,Best Model,0.345612,0.000849,1.4555555555555555
15164,RSQ,Best Model,-0.098219,0.357054,1.5444444444444445
15165,RSQ,Best Model,0.236069,0.025091,1.5
15166,RSQ,Best Model,0.419045,3.9e-05,1.3888888888888888
15167,RSQ,Best Model,0.209839,0.04714,1.5
15168,RSQ,Best Model,-0.024512,0.818614,1.5888888888888888
15169,RSQ,Best Model,0.153894,0.147562,1.5333333333333334
15170,RSQ,Best Model,0.520841,0.0,1.3555555555555556
15171,RSQ,Best Model,-0.125843,0.237259,1.6222222222222222
15172,RSQ,Best Model,0.385759,0.000173,1.4111111111111112
15173,RSQ,Best Model,-0.103318,0.332517,1.5777777777777777
15174,RSQ,Best Model,0.403262,8.1e-05,1.3777777777777778
15175,RSQ,Best Model,0.239105,0.023228,1.4444444444444444
15176,RSQ,Best Model,0.493458,1e-06,1.288888888888889
15177,RSQ,Best Model,0.361593,0.000462,1.4333333333333333
15178,RSQ,Best Model,0.179861,0.089825,1.4666666666666666
15179,RSQ,Best Model,0.215883,0.040995,1.4333333333333333
15180,RSQ,Best Model,0.36268,0.000443,1.4111111111111112
15181,RSQ,Best Model,0.003966,0.970404,1.488888888888889
15182,RSQ,Best Model,0.286785,0.006135,1.3777777777777778
15183,RSQ,Best Model,0.513663,0.0,1.3444444444444446
15184,RSQ,Best Model,0.327278,0.00164,1.4444444444444444
15185,RSQ,Best Model,0.055689,0.602135,1.5444444444444445
15186,RSQ,Best Model,0.212538,0.044308,1.4444444444444444
15187,RSQ,Best Model,0.333087,0.001337,1.4111111111111112
15188,RSQ,Best Model,0.038232,0.720524,1.5666666666666667
15189,RSQ,Best Model,0.0,0.0,0.8777777777777778
15190,RSQ,Best Model,-0.092985,0.383375,1.6
15191,RSQ,Best Model,0.343075,0.000932,1.5
15192,RSQ,Best Model,0.107447,0.31345,1.4777777777777779
15193,RSQ,Best Model,0.32198,0.00197,1.4666666666666666
15194,RSQ,Best Model,0.265598,0.011404,1.5333333333333334
15195,RSQ,Best Model,0.189855,0.073088,1.5222222222222221
15196,RSQ,Best Model,0.362709,0.000443,1.4666666666666666
15197,RSQ,Best Model,0.138886,0.191719,1.5
15198,RSQ,Best Model,0.323337,0.00188,1.4666666666666666
15199,RSQ,Best Model,0.227384,0.031137,1.4444444444444444
15200,RSQ,Best Model,-0.03515,0.742229,1.5333333333333334
15201,RSQ,Best Model,0.075526,0.479258,1.5777777777777777
15202,RSQ,Best Model,0.129603,0.223421,1.5333333333333334
15203,RSQ,Best Model,0.471217,3e-06,1.3444444444444446
15204,RSQ,Best Model,0.121256,0.254929,1.5222222222222221
15205,RSQ,Best Model,0.225225,0.032817,1.4666666666666666
15206,RSQ,Best Model,0.267844,0.010702,1.4333333333333333
15207,RSQ,Best Model,0.21399,0.042844,1.488888888888889
15208,RSQ,Best Model,0.039297,0.713074,1.5444444444444445
15209,RSQ,Best Model,0.272694,0.009314,1.3888888888888888
15210,RSQ,Best Model,0.373377,0.000289,1.4222222222222223
15211,RSQ,Best Model,0.407192,6.8e-05,1.3777777777777778
15212,RSQ,Best Model,0.360361,0.000485,1.4222222222222223
15213,RSQ,Best Model,0.211524,0.045354,1.488888888888889
15214,RSQ,Best Model,0.142053,0.181688,1.4666666666666666
15215,RSQ,Best Model,0.248877,0.018011,1.5
15216,RSQ,Best Model,0.142053,0.181688,1.511111111111111
15217,RSQ,Best Model,0.240616,0.022345,1.4777777777777779
15218,RSQ,Best Model,0.057577,0.589864,1.5222222222222221
15219,RSQ,Best Model,0.232716,0.027295,1.5555555555555556
15220,RSQ,Best Model,0.215482,0.04138,1.4333333333333333
15221,RSQ,Best Model,0.012914,0.903846,1.5777777777777777
15222,RSQ,Best Model,0.357035,0.000552,1.4666666666666666
15223,RSQ,Best Model,0.290814,0.013202,1.1888888888888889
15224,RSQ,Best Model,0.05584,0.601152,1.5888888888888888
15225,RSQ,Best Model,0.211311,0.045577,1.4333333333333333
15226,RSQ,Best Model,0.297906,0.004348,1.4111111111111112
15227,RSQ,Best Model,0.220326,0.036916,1.5333333333333334
15228,RSQ,Best Model,0.251805,0.016659,1.488888888888889
15229,RSQ,Best Model,0.315244,0.002475,1.4222222222222223
15230,RSQ,Best Model,0.370765,0.000322,1.3555555555555556
15231,RSQ,Best Model,0.030892,0.772553,1.5777777777777777
15232,RSQ,Best Model,0.473451,2e-06,1.3666666666666667
15233,RSQ,Best Model,0.667079,0.0,1.1666666666666667
15234,RSQ,Best Model,0.335761,0.001215,1.4222222222222223
15235,RSQ,Best Model,0.251805,0.016659,1.488888888888889
15236,RSQ,Best Model,0.191442,0.070677,1.488888888888889
15237,RSQ,Best Model,0.546494,0.0,1.3
15238,RSQ,Best Model,0.102309,0.337288,1.5222222222222221
15239,RSQ,Best Model,0.030729,0.773719,1.488888888888889
15240,RSQ,Best Model,0.303139,0.003681,1.4333333333333333
15241,RSQ,Best Model,0.206135,0.051269,1.4777777777777779
15242,RSQ,Best Model,0.364292,0.000416,1.4444444444444444
15243,RSQ,Best Model,0.370893,0.00032,1.4555555555555555
15244,RSQ,Best Model,0.364292,0.000416,1.3777777777777778
15245,RSQ,Best Model,0.372902,0.000295,1.4111111111111112
15246,RSQ,Best Model,-0.038742,0.716953,1.5777777777777777
15247,RSQ,Best Model,0.191159,0.071102,1.4333333333333333
15248,RSQ,Best Model,0.172071,0.104866,1.4666666666666666
15249,RSQ,Best Model,-0.261977,0.01262,1.6111111111111112
15250,RSQ,Best Model,0.232132,0.027695,1.4666666666666666
15251,RSQ,Best Model,0.180552,0.088577,1.5444444444444445
15252,RSQ,Best Model,0.059272,0.578945,1.5
15253,RSQ,Best Model,0.278956,0.007757,1.511111111111111
15254,RSQ,Best Model,-0.011866,0.911614,1.5444444444444445
15255,RSQ,Best Model,-0.129548,0.223622,1.5666666666666667
15256,RSQ,Best Model,0.297449,0.004411,1.4555555555555555
15257,RSQ,Best Model,0.336464,0.001185,1.4555555555555555
15258,RSQ,Best Model,0.277844,0.008015,1.488888888888889
15259,RSQ,Best Model,0.624867,0.0,1.2333333333333334
15260,RSQ,Best Model,0.235916,0.025188,1.4666666666666666
15261,RSQ,Best Model,-0.208593,0.048497,1.6444444444444444
15262,RSQ,Best Model,0.333665,0.00131,1.4333333333333333
15263,RSQ,Best Model,0.113952,0.28488,1.5555555555555556
15264,RSQ,Best Model,0.292557,0.00514,1.4111111111111112
15265,RSQ,Best Model,0.54381,0.0,1.288888888888889
15266,RSQ,Best Model,0.357317,0.000546,1.4444444444444444
15267,RSQ,Best Model,0.117514,0.269995,1.511111111111111
15268,RSQ,Best Model,0.53374,0.0,1.3111111111111111
15269,RSQ,Best Model,0.126019,0.236596,1.4444444444444444
15270,RSQ,Best Model,0.536634,0.0,1.2666666666666666
15271,RSQ,Best Model,0.319065,0.002176,1.4333333333333333
15272,RSQ,Best Model,-0.049087,0.645914,1.5333333333333334
15273,RSQ,Best Model,0.253326,0.015992,1.4666666666666666
15274,RSQ,Best Model,0.250259,0.017361,1.4666666666666666
15275,RSQ,Best Model,0.495396,1e-06,1.3444444444444446
15276,RSQ,Best Model,0.374076,0.000281,1.3444444444444446
15277,RSQ,Best Model,0.418085,4.1e-05,1.4111111111111112
15278,RSQ,Best Model,-0.088213,0.408361,1.5555555555555556
15279,RSQ,Best Model,0.465532,4e-06,1.3
15280,RSQ,Best Model,0.218699,0.038368,1.4666666666666666
15281,RSQ,Best Model,0.090045,0.398661,1.4777777777777779
15282,RSQ,Best Model,-0.033409,0.754582,1.5444444444444445
15283,RSQ,Best Model,0.328067,0.001596,1.4444444444444444
15284,RSQ,Best Model,0.011752,0.912463,1.5555555555555556
15285,RSQ,Best Model,0.300622,0.003989,1.4555555555555555
15286,RSQ,Best Model,0.434481,1.9e-05,1.3444444444444446
15287,RSQ,Best Model,-0.10369,0.33077,1.6666666666666667
15288,RSQ,Best Model,0.019205,0.857413,1.5444444444444445
15289,RSQ,Best Model,0.171047,0.10698,1.511111111111111
15290,RSQ,Best Model,-0.08301,0.436666,1.6222222222222222
15291,RSQ,Best Model,0.240203,0.022584,1.4666666666666666
15292,RSQ,Best Model,0.095525,0.370459,1.5444444444444445
15293,RSQ,Best Model,-0.172898,0.103181,1.6222222222222222
15294,RSQ,Best Model,-0.028259,0.791475,1.5777777777777777
15295,RSQ,Best Model,-0.169727,0.109756,1.5333333333333334
15296,RSQ,Best Model,-0.187736,0.076409,1.6333333333333333
15297,RSQ,Best Model,0.062357,0.559305,1.7
15298,RSQ,Best Model,0.001551,0.988423,1.511111111111111
15299,RSQ,Best Model,0.025322,0.812733,1.5
15300,RSQ,Best Model,-0.008613,0.935782,1.6222222222222222
15301,RSQ,Best Model,0.18135,0.087154,1.5
15302,RSQ,Best Model,-0.195957,0.064168,1.6444444444444444
15303,RSQ,Best Model,-0.263822,0.011987,1.6222222222222222
15304,RSQ,Best Model,0.017642,0.868909,1.511111111111111
15305,RSQ,Best Model,-0.032053,0.764245,1.5
15306,RSQ,Best Model,0.045836,0.667933,1.6222222222222222
15307,RSQ,Best Model,0.069853,0.512969,1.5222222222222221
15308,RSQ,Best Model,0.18703,0.077542,1.511111111111111
15309,RSQ,Best Model,-0.019024,0.858747,1.5444444444444445
15310,RSQ,Best Model,-0.052824,0.62097,1.6222222222222222
15311,RSQ,Best Model,0.115112,0.279972,1.5555555555555556
15312,RSQ,Best Model,-0.219448,0.037694,1.6333333333333333
15313,RSQ,Best Model,-0.165132,0.119855,1.5777777777777777
15314,RSQ,Best Model,0.240661,0.022319,1.4444444444444444
15315,RSQ,Best Model,0.028788,0.787661,1.5222222222222221
15316,RSQ,Best Model,-0.190894,0.071503,1.5777777777777777
15317,RSQ,Best Model,-0.049212,0.64507,1.5444444444444445
15318,RSQ,Best Model,-0.009486,0.929293,1.5555555555555556
15319,RSQ,Best Model,-0.008758,0.934708,1.5777777777777777
15320,RSQ,Best Model,0.09016,0.398057,1.4777777777777779
15321,RSQ,Best Model,-0.034443,0.747238,1.5666666666666667
15322,RSQ,Best Model,0.192927,0.06848,1.488888888888889
15323,RSQ,Best Model,-0.013538,0.899221,1.5333333333333334
15324,RSQ,Best Model,-0.084372,0.42915,1.5333333333333334
15325,RSQ,Best Model,-0.128888,0.226007,1.5444444444444445
15326,RSQ,Best Model,-0.027041,0.800274,1.5666666666666667
15327,RSQ,Best Model,0.091843,0.389273,1.5
15328,RSQ,Best Model,0.006474,0.95171,1.5888888888888888
15329,RSQ,Best Model,0.461712,5e-06,1.3333333333333333
15330,RSQ,Best Model,-0.101746,0.339963,1.5777777777777777
15331,RSQ,Best Model,-0.082322,0.440488,1.5777777777777777
15332,RSQ,Best Model,0.203756,0.054075,1.5222222222222221
15333,RSQ,Best Model,0.030489,0.775442,1.5777777777777777
15334,RSQ,Best Model,0.138438,0.19317,1.4777777777777779
15335,RSQ,Best Model,-0.092483,0.385963,1.5888888888888888
15336,RSQ,Best Model,-0.139973,0.188231,1.6444444444444444
15337,RSQ,Best Model,0.065494,0.539674,1.5
15338,RSQ,Best Model,0.203593,0.054272,1.4444444444444444
15339,RSQ,Best Model,0.467067,3e-06,1.3888888888888888
15340,RSQ,Best Model,-0.015364,0.885713,1.511111111111111
15341,RSQ,Best Model,-0.103315,0.332531,1.5555555555555556
15342,RSQ,Best Model,0.445343,1.1e-05,1.3666666666666667
15343,RSQ,Best Model,0.01237,0.907878,1.7666666666666666
15344,RSQ,Best Model,-0.101685,0.340257,1.5444444444444445
15345,RSQ,Best Model,-0.048774,0.648017,1.5888888888888888
15346,RSQ,Best Model,-0.007205,0.946266,1.5222222222222221
15347,RSQ,Best Model,-0.085261,0.424286,1.5555555555555556
15348,RSQ,Best Model,0.016459,0.877634,1.5
15349,RSQ,Best Model,-0.029916,0.779548,1.5555555555555556
15350,RSQ,Best Model,0.25161,0.016746,1.4222222222222223
15351,RSQ,Best Model,0.125702,0.237787,1.4777777777777779
15352,RSQ,Best Model,-0.065508,0.53959,1.6
15353,RSQ,Best Model,-0.185122,0.080671,1.6555555555555554
15354,RSQ,Best Model,-0.161198,0.129059,1.5888888888888888
15355,RSQ,Best Model,0.059192,0.579452,1.5
15356,RSQ,Best Model,-0.047703,0.655248,1.6111111111111112
15357,RSQ,Best Model,0.161287,0.128845,1.5333333333333334
15358,RSQ,Best Model,-0.002939,0.978068,1.6333333333333333
15359,RSQ,Best Model,0.290366,0.005499,1.4111111111111112
15360,RSQ,Best Model,0.207653,0.049542,1.488888888888889
15361,RSQ,Best Model,0.066867,0.531191,1.488888888888889
15362,RSQ,Best Model,-0.06595,0.536847,1.5666666666666667
15363,RSQ,Best Model,-0.154204,0.146736,1.5888888888888888
15364,RSQ,Best Model,-0.023906,0.823029,1.5666666666666667
15365,RSQ,Best Model,-0.17271,0.103561,1.6222222222222222
15366,RSQ,Best Model,-0.270048,0.01005,1.6
15367,RSQ,Best Model,-0.129107,0.225214,1.6111111111111112
15368,RSQ,Best Model,-0.067349,0.528225,1.5555555555555556
15369,RSQ,Best Model,-0.315301,0.00247,1.5777777777777777
15370,RSQ,Best Model,0.271026,0.009772,1.4111111111111112
15371,RSQ,Best Model,0.045252,0.671917,1.4777777777777779
15372,RSQ,Best Model,-0.003068,0.977108,1.5888888888888888
15373,RSQ,Best Model,0.008771,0.934609,1.488888888888889
15374,RSQ,Best Model,-0.095444,0.370866,1.5888888888888888
15375,RSQ,Best Model,0.038935,0.715597,1.5666666666666667
15376,RSQ,Best Model,0.228605,0.030219,1.4
15377,RSQ,Best Model,-0.095592,0.370123,1.5888888888888888
15378,RSQ,Best Model,0.094386,0.376217,1.6111111111111112
15379,RSQ,Best Model,-0.154273,0.146555,1.5888888888888888
15380,RSQ,Best Model,-0.105869,0.320653,1.6
15381,RSQ,Best Model,-0.164583,0.121108,1.5555555555555556
15382,RSQ,Best Model,-0.041855,0.695286,1.511111111111111
15383,RSQ,Best Model,-0.093533,0.380565,1.5888888888888888
15384,RSQ,Best Model,0.158517,0.135631,1.4666666666666666
15385,RSQ,Best Model,0.134895,0.204926,1.5333333333333334
15386,RSQ,Best Model,0.017944,0.866691,1.5888888888888888
15387,RSQ,Best Model,0.01219,0.909213,1.5222222222222221
15388,RSQ,Best Model,0.081575,0.444659,1.5222222222222221
15389,RSQ,Best Model,-0.042441,0.691235,1.6333333333333333
15390,RSQ,Best Model,0.075111,0.481681,1.5555555555555556
15391,RSQ,Best Model,-0.034844,0.744396,1.5666666666666667
15392,RSQ,Best Model,0.14265,0.179838,1.4333333333333333
15393,RSQ,Best Model,0.138886,0.191721,1.5333333333333334
15394,RSQ,Best Model,-0.041653,0.696682,1.5888888888888888
15395,RSQ,Best Model,0.222426,0.03511,1.4333333333333333
15396,RSQ,Best Model,0.22939,0.029641,1.4555555555555555
15397,RSQ,Best Model,-0.124438,0.242575,1.6777777777777778
15398,RSQ,Best Model,0.199908,0.058879,1.4666666666666666
15399,RSQ,Best Model,-0.042917,0.687949,1.6
15400,RSQ,Best Model,0.045875,0.667668,1.5666666666666667
15401,RSQ,Best Model,-0.139139,0.190904,1.5888888888888888
15402,RSQ,Best Model,0.277907,0.008,1.4444444444444444
15403,RSQ,Best Model,0.00296,0.977908,1.5
15404,RSQ,Best Model,-0.016314,0.878704,1.6222222222222222
15405,RSQ,Best Model,-0.101422,0.341514,1.6444444444444444
15406,RSQ,Best Model,0.097593,0.360144,1.8
15407,RSQ,Best Model,-0.118895,0.264363,1.3888888888888888
15408,RSQ,Best Model,0.140684,0.185977,1.4666666666666666
15409,RSQ,Best Model,-0.0,1.0,1.5
15410,RSQ,Best Model,-0.145396,0.171518,1.5888888888888888
15411,RSQ,Best Model,-0.021578,0.840019,1.5444444444444445
15412,RSQ,Best Model,-0.052366,0.624006,1.5888888888888888
15413,RSQ,Best Model,0.063631,0.551296,1.5666666666666667
15414,RSQ,Best Model,0.042528,0.690635,1.511111111111111
15415,RSQ,Best Model,-0.105256,0.323478,1.6
15416,RSQ,Best Model,-0.093103,0.382771,1.511111111111111
15417,RSQ,Best Model,0.115014,0.280386,1.488888888888889
15418,RSQ,Best Model,0.082012,0.442216,1.488888888888889
15419,RSQ,Best Model,0.058034,0.586906,1.511111111111111
15420,RSQ,Best Model,0.501159,0.0,1.3555555555555556
15421,RSQ,Best Model,-0.143379,0.1776,1.6
15422,RSQ,Best Model,0.26446,0.011774,1.4333333333333333
15423,RSQ,Best Model,-0.131905,0.215236,1.6666666666666667
15424,RSQ,Best Model,-0.068235,0.522805,1.5555555555555556
15425,RSQ,Best Model,0.234138,0.026341,1.4666666666666666
15426,RSQ,Best Model,0.021853,0.838009,1.5222222222222221
15427,RSQ,Best Model,-0.066381,0.534187,1.5333333333333334
15428,RSQ,Best Model,0.087663,0.411302,1.5
15429,RSQ,Best Model,0.115154,0.279799,1.4777777777777779
15430,RSQ,Best Model,0.156419,0.145577,1.4666666666666666
15431,RSQ,Best Model,0.157632,0.137856,1.5
15432,RSQ,Best Model,-0.061458,0.564997,1.5333333333333334
15433,RSQ,Best Model,0.028259,0.791475,1.5555555555555556
15434,RSQ,Best Model,-0.109492,0.304277,1.6222222222222222
15435,RSQ,Best Model,-0.168909,0.111503,1.5777777777777777
15436,RSQ,Best Model,0.122916,0.248433,1.511111111111111
15437,RSQ,Best Model,0.216647,0.040268,1.4555555555555555
15438,RSQ,Best Model,0.364292,0.000416,1.4222222222222223
15439,RSQ,Best Model,-0.211944,0.044919,1.6888888888888889
15440,RSQ,Best Model,0.012992,0.90327,1.5555555555555556
15441,RSQ,Best Model,-0.061536,0.564503,1.5
15442,RSQ,Best Model,0.24605,0.019404,1.4666666666666666
15443,RSQ,Best Model,0.398367,0.000101,1.3333333333333333
15444,RSQ,Best Model,0.479342,2e-06,1.3333333333333333
15445,RSQ,Best Model,0.211944,0.044919,1.488888888888889
15446,RSQ,Best Model,0.329505,0.001517,1.4333333333333333
15447,RSQ,Best Model,0.427928,2.6e-05,1.3777777777777778
15448,RSQ,Best Model,0.415318,4.7e-05,1.3666666666666667
15449,RSQ,Best Model,0.421263,3.6e-05,1.4
15450,RSQ,Best Model,0.111943,0.293513,1.511111111111111
15451,RSQ,Best Model,0.199471,0.059445,1.4666666666666666
